signal_id	file	page_guess	signal_type	excerpt	note
SIG-000446	SOURCE_CANON/step3_canonical/page-0194.txt	0194	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 187	last non-empty line lacks terminal punctuation
SIG-000447	SOURCE_CANON/step3_canonical/page-0194.txt	0194	HOEVEELHEID_ARTEFACT	beras 2 It. kulit lontong 20 bdj.	number followed by Ibr/It
SIG-000448	SOURCE_CANON/step3_canonical/page-0195.txt	0195	ABRUPT_END	188 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000449	SOURCE_CANON/step3_canonical/page-0196.txt	0196	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 189	last non-empty line lacks terminal punctuation
SIG-000450	SOURCE_CANON/step3_canonical/page-0196.txt	0196	HOEVEELHEID_ARTEFACT	5. Tepung beras diberi air £2 gelas, diaduk jang rata.	currency symbol near number
SIG-000451	SOURCE_CANON/step3_canonical/page-0197.txt	0197	ABRUPT_END	190 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000452	SOURCE_CANON/step3_canonical/page-0197.txt	0197	REFERENTIE_ZONDER_DOEL	karon tersebut diatas dikukus sampai masak.	reference word without nearby table markers
SIG-000453	SOURCE_CANON/step3_canonical/page-0198.txt	0198	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 191	last non-empty line lacks terminal punctuation
SIG-000454	SOURCE_CANON/step3_canonical/page-0199.txt	0199	ABRUPT_END	192 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000455	SOURCE_CANON/step3_canonical/page-0200.txt	0200	ABRUPTE_START	daun sereh 1 pt. abon 72 Ons	first non-empty line starts with lowercase
SIG-000456	SOURCE_CANON/step3_canonical/page-0200.txt	0200	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 193	last non-empty line lacks terminal punctuation
SIG-000457	SOURCE_CANON/step3_canonical/page-0200.txt	0200	HOEVEELHEID_ARTEFACT	daun sereh 1 pt. abon 72 Ons	number followed by Ons/ons
SIG-000458	SOURCE_CANON/step3_canonical/page-0200.txt	0200	HOEVEELHEID_ARTEFACT	daun salam 1 Ibr. ketimun muda  1bh.	number followed by Ibr/It
SIG-000459	SOURCE_CANON/step3_canonical/page-0200.txt	0200	HOEVEELHEID_ARTEFACT	djinten 1 sdt. minjak samin 50 £.	currency symbol near number
SIG-000460	SOURCE_CANON/step3_canonical/page-0201.txt	0201	ABRUPT_END	194 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000461	SOURCE_CANON/step3_canonical/page-0202.txt	0202	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 195	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000462	SOURCE_CANON/step3_canonical/page-0203.txt	0203	ABRUPTE_START	lombok merah 5 bdj. laos 1 pt.	first non-empty line starts with lowercase
SIG-000463	SOURCE_CANON/step3_canonical/page-0203.txt	0203	ABRUPT_END	196 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000464	SOURCE_CANON/step3_canonical/page-0203.txt	0203	HOEVEELHEID_ARTEFACT	daun pandan setjukupnja daun salam 4 Ibr.	number followed by Ibr/It
SIG-000465	SOURCE_CANON/step3_canonical/page-0204.txt	0204	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 197	last non-empty line lacks terminal punctuation
SIG-000466	SOURCE_CANON/step3_canonical/page-0204.txt	0204	REFERENTIE_ZONDER_DOEL	diatas nasinja.	reference word without nearby table markers
SIG-000467	SOURCE_CANON/step3_canonical/page-0205.txt	0205	ABRUPT_END	198 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000468	SOURCE_CANON/step3_canonical/page-0205.txt	0205	HOEVEELHEID_ARTEFACT	daun salam 2 Ibr.	number followed by Ibr/It
SIG-000469	SOURCE_CANON/step3_canonical/page-0205.txt	0205	HOEVEELHEID_ARTEFACT	pala 1 krt. salam 2 Ibr.	number followed by Ibr/It
SIG-000470	SOURCE_CANON/step3_canonical/page-0206.txt	0206	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 199	last non-empty line lacks terminal punctuation
SIG-000471	SOURCE_CANON/step3_canonical/page-0206.txt	0206	HOEVEELHEID_ARTEFACT	salam 2 Ibr.	number followed by Ibr/It
SIG-000472	SOURCE_CANON/step3_canonical/page-0207.txt	0207	ABRUPT_END	200 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000473	SOURCE_CANON/step3_canonical/page-0207.txt	0207	HOEVEELHEID_ARTEFACT	sagu 2 Ons kelapa 1 btr.	number followed by Ons/ons
SIG-000474	SOURCE_CANON/step3_canonical/page-0207.txt	0207	HOEVEELHEID_ARTEFACT	kangkung 1 ikt. kentang V2 kg.	letter+digit before unit
SIG-000475	SOURCE_CANON/step3_canonical/page-0208.txt	0208	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 201	last non-empty line lacks terminal punctuation
SIG-000476	SOURCE_CANON/step3_canonical/page-0208.txt	0208	HOEVEELHEID_ARTEFACT	kentang 12 kg. kol putih 1 Ons	number followed by Ons/ons
SIG-000477	SOURCE_CANON/step3_canonical/page-0209.txt	0209	ABRUPT_END	202 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000478	SOURCE_CANON/step3_canonical/page-0210.txt	0210	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 203	last non-empty line lacks terminal punctuation
SIG-000479	SOURCE_CANON/step3_canonical/page-0210.txt	0210	REFERENTIE_ZONDER_DOEL	1i. Tepung djagung diletakkan diatas tampah.	reference word without nearby table markers
SIG-000480	SOURCE_CANON/step3_canonical/page-0211.txt	0211	ABRUPT_END	204 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000481	SOURCE_CANON/step3_canonical/page-0211.txt	0211	HOEVEELHEID_ARTEFACT	katjang 2 Ons salada 2 btg.	number followed by Ons/ons
SIG-000482	SOURCE_CANON/step3_canonical/page-0211.txt	0211	REFERENTIE_ZONDER_DOEL	diatas pemanggangan sambil ditipiskan hingga tjukup tipis.	reference word without nearby table markers
SIG-000483	SOURCE_CANON/step3_canonical/page-0211.txt	0211	REFERENTIE_ZONDER_DOEL	5. Dihidangkan pada piring besar dan diberi bawang goreng diatas	reference word without nearby table markers
SIG-000484	SOURCE_CANON/step3_canonical/page-0212.txt	0212	ABRUPT_END	BAGIAN III	last non-empty line lacks terminal punctuation
SIG-000485	SOURCE_CANON/step3_canonical/page-0214.txt	0214	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 207	last non-empty line lacks terminal punctuation
SIG-000486	SOURCE_CANON/step3_canonical/page-0214.txt	0214	HOEVEELHEID_ARTEFACT	kol putih 6 Ibr.	number followed by Ibr/It
SIG-000487	SOURCE_CANON/step3_canonical/page-0214.txt	0214	HOEVEELHEID_ARTEFACT	bawang merah 5 bh. salam 2 Ibr.	number followed by Ibr/It
SIG-000488	SOURCE_CANON/step3_canonical/page-0214.txt	0214	HOEVEELHEID_ARTEFACT	buntjis 2 0ns tetelan 2 Ons	number followed by Ons/ons
SIG-000489	SOURCE_CANON/step3_canonical/page-0214.txt	0214	HOEVEELHEID_ARTEFACT	kulit melindjo 2 Ons minjak goreng 4 sdm.	number followed by Ons/ons
SIG-000490	SOURCE_CANON/step3_canonical/page-0215.txt	0215	ABRUPT_END	208 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000491	SOURCE_CANON/step3_canonical/page-0215.txt	0215	HOEVEELHEID_ARTEFACT	lombok merah 2 bdj. salam 1 Ibr.	number followed by Ibr/It
SIG-000492	SOURCE_CANON/step3_canonical/page-0216.txt	0216	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 209	last non-empty line lacks terminal punctuation
SIG-000493	SOURCE_CANON/step3_canonical/page-0216.txt	0216	HOEVEELHEID_ARTEFACT	buntjis/katjang pandjang 1Ons	number followed by Ons/ons
SIG-000494	SOURCE_CANON/step3_canonical/page-0216.txt	0216	HOEVEELHEID_ARTEFACT	lombok merah 4 bh. salam 2 Ibr.	number followed by Ibr/It
SIG-000495	SOURCE_CANON/step3_canonical/page-0216.txt	0216	HOEVEELHEID_ARTEFACT	kemiri 4 bdj. daun djeruk purut 2 Ibr.	number followed by Ibr/It
SIG-000496	SOURCE_CANON/step3_canonical/page-0217.txt	0217	ABRUPT_END	210 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000497	SOURCE_CANON/step3_canonical/page-0217.txt	0217	HOEVEELHEID_ARTEFACT	katjang merah V2 kg. santan 3 gls.	letter+digit before unit
SIG-000498	SOURCE_CANON/step3_canonical/page-0218.txt	0218	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 211	last non-empty line lacks terminal punctuation
SIG-000499	SOURCE_CANON/step3_canonical/page-0218.txt	0218	HOEVEELHEID_ARTEFACT	kemiri 4 btr. salam 1 Ibr.	number followed by Ibr/It
SIG-000500	SOURCE_CANON/step3_canonical/page-0219.txt	0219	ABRUPT_END	212 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000501	SOURCE_CANON/step3_canonical/page-0220.txt	0220	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 213	last non-empty line lacks terminal punctuation
SIG-000502	SOURCE_CANON/step3_canonical/page-0220.txt	0220	HOEVEELHEID_ARTEFACT	lombok rawit 3 bh. salam 3 Ibr.	number followed by Ibr/It
SIG-000503	SOURCE_CANON/step3_canonical/page-0221.txt	0221	ABRUPT_END	214 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000504	SOURCE_CANON/step3_canonical/page-0222.txt	0222	ABRUPTE_START	kelapa 12 tua 2 btr.	first non-empty line starts with lowercase
SIG-000505	SOURCE_CANON/step3_canonical/page-0222.txt	0222	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 215	last non-empty line lacks terminal punctuation
SIG-000506	SOURCE_CANON/step3_canonical/page-0222.txt	0222	HOEVEELHEID_ARTEFACT	air 3 gls. sereh 3 Ibr.	number followed by Ibr/It
SIG-000507	SOURCE_CANON/step3_canonical/page-0222.txt	0222	HOEVEELHEID_ARTEFACT	asam 5 mata salam 4 Ibr.	number followed by Ibr/It
SIG-000508	SOURCE_CANON/step3_canonical/page-0223.txt	0223	ABRUPT_END	216 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000509	SOURCE_CANON/step3_canonical/page-0224.txt	0224	ABRUPTE_START	djae a rdj. belondo /2 gls.	first non-empty line starts with lowercase
SIG-000510	SOURCE_CANON/step3_canonical/page-0224.txt	0224	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 217	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000511	SOURCE_CANON/step3_canonical/page-0224.txt	0224	REFERENTIE_ZONDER_DOEL	1. Sajuran dihidangkan diatur diatas piring, bumbu? dituangkan	reference word without nearby table markers
SIG-000512	SOURCE_CANON/step3_canonical/page-0225.txt	0225	ABRUPTE_START	muda di-potong? tipis seperti pepaja.	first non-empty line starts with lowercase
SIG-000513	SOURCE_CANON/step3_canonical/page-0225.txt	0225	ABRUPT_END	218 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000514	SOURCE_CANON/step3_canonical/page-0225.txt	0225	HOEVEELHEID_ARTEFACT	katjang pandjang 2ikt. ikan gabus 2 Ons	number followed by Ons/ons
SIG-000515	SOURCE_CANON/step3_canonical/page-0225.txt	0225	HOEVEELHEID_ARTEFACT	kol putih 10 Ibr. santan 8 gls.	number followed by Ibr/It
SIG-000516	SOURCE_CANON/step3_canonical/page-0226.txt	0226	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 219	last non-empty line lacks terminal punctuation
SIG-000517	SOURCE_CANON/step3_canonical/page-0226.txt	0226	HOEVEELHEID_ARTEFACT	katjang hidjau V2 kg. kangkung 3 ikt.	letter+digit before unit
SIG-000518	SOURCE_CANON/step3_canonical/page-0226.txt	0226	HOEVEELHEID_ARTEFACT	udang 2 Ons santan 3 gls.	number followed by Ons/ons
SIG-000519	SOURCE_CANON/step3_canonical/page-0227.txt	0227	ABRUPT_END	220 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000520	SOURCE_CANON/step3_canonical/page-0228.txt	0228	ABRUPTE_START	lada putih 1 SGt. garam 1 sdm.	first non-empty line starts with lowercase
SIG-000521	SOURCE_CANON/step3_canonical/page-0228.txt	0228	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 221	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000522	SOURCE_CANON/step3_canonical/page-0228.txt	0228	HOEVEELHEID_ARTEFACT	kemiri 5 bdj. salam 2 Ibr.	number followed by Ibr/It
SIG-000523	SOURCE_CANON/step3_canonical/page-0228.txt	0228	REFERENTIE_ZONDER_DOEL	3. Setelah lunak, santan dimasukkan, di-aduk? diatas api supaja	reference word without nearby table markers
SIG-000524	SOURCE_CANON/step3_canonical/page-0228.txt	0228	HOEVEELHEID_ARTEFACT	ikan kembung V2 kg. .	letter+digit before unit
SIG-000525	SOURCE_CANON/step3_canonical/page-0228.txt	0228	HOEVEELHEID_ARTEFACT	bawang merah 8 bh. daun kunjit 1 Ibr.	number followed by Ibr/It
SIG-000526	SOURCE_CANON/step3_canonical/page-0229.txt	0229	ABRUPTE_START	lombok merah 15 bh. daun ruku? 4 btg.	first non-empty line starts with lowercase
SIG-000527	SOURCE_CANON/step3_canonical/page-0229.txt	0229	ABRUPT_END	222 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000528	SOURCE_CANON/step3_canonical/page-0229.txt	0229	HOEVEELHEID_ARTEFACT	dengan air £ 2 gelas.	currency symbol near number
SIG-000529	SOURCE_CANON/step3_canonical/page-0230.txt	0230	ABRUPTE_START	daging empuk dan santan berminjak. Terachir dimasukkan air	first non-empty line starts with lowercase
SIG-000530	SOURCE_CANON/step3_canonical/page-0230.txt	0230	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 223	last non-empty line lacks terminal punctuation
SIG-000531	SOURCE_CANON/step3_canonical/page-0231.txt	0231	ABRUPT_END	224 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000532	SOURCE_CANON/step3_canonical/page-0232.txt	0232	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 225	last non-empty line lacks terminal punctuation
SIG-000533	SOURCE_CANON/step3_canonical/page-0232.txt	0232	HOEVEELHEID_ARTEFACT	daun singkong 2 ikt. daging/tulang 10Ons	number followed by Ons/ons
SIG-000534	SOURCE_CANON/step3_canonical/page-0232.txt	0232	HOEVEELHEID_ARTEFACT	bawang putih 2 siung daun salam 2 Ibr.	number followed by Ibr/It
SIG-000535	SOURCE_CANON/step3_canonical/page-0233.txt	0233	ABRUPT_END	226 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000536	SOURCE_CANON/step3_canonical/page-0233.txt	0233	HOEVEELHEID_ARTEFACT	lombok merah 10 bh. daun kunjit 1 Ibr.	number followed by Ibr/It
SIG-000537	SOURCE_CANON/step3_canonical/page-0234.txt	0234	ABRUPTE_START	bawang merah 10 bh. laos 1 pt.	first non-empty line starts with lowercase
SIG-000538	SOURCE_CANON/step3_canonical/page-0234.txt	0234	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 227	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000539	SOURCE_CANON/step3_canonical/page-0235.txt	0235	ABRUPTE_START	bawang merah 5 bh. djae 1 rdj.	first non-empty line starts with lowercase
SIG-000540	SOURCE_CANON/step3_canonical/page-0235.txt	0235	ABRUPT_END	228 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000541	SOURCE_CANON/step3_canonical/page-0235.txt	0235	HOEVEELHEID_ARTEFACT	lombok merah daun kunir 42 Ibr.	number followed by Ibr/It
SIG-000542	SOURCE_CANON/step3_canonical/page-0235.txt	0235	HOEVEELHEID_ARTEFACT	giling 2 sdm. daun djeruk purut 2 Ibr.	number followed by Ibr/It
SIG-000543	SOURCE_CANON/step3_canonical/page-0235.txt	0235	REFERENTIE_ZONDER_DOEL	seperti diatas.	reference word without nearby table markers
SIG-000544	SOURCE_CANON/step3_canonical/page-0235.txt	0235	HOEVEELHEID_ARTEFACT	lombok merah 5 bh. salam 1 Ibr.	number followed by Ibr/It
SIG-000545	SOURCE_CANON/step3_canonical/page-0236.txt	0236	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 229	last non-empty line lacks terminal punctuation
SIG-000546	SOURCE_CANON/step3_canonical/page-0236.txt	0236	HOEVEELHEID_ARTEFACT	sungsum kambing/sapi 2 kg. katjang hidjau 12 It.	number followed by Ibr/It
SIG-000547	SOURCE_CANON/step3_canonical/page-0237.txt	0237	ABRUPT_END	230 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000548	SOURCE_CANON/step3_canonical/page-0238.txt	0238	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO — 231	last non-empty line lacks terminal punctuation
SIG-000549	SOURCE_CANON/step3_canonical/page-0238.txt	0238	HOEVEELHEID_ARTEFACT	daun salam 2 Ibr.	number followed by Ibr/It
SIG-000550	SOURCE_CANON/step3_canonical/page-0238.txt	0238	HOEVEELHEID_ARTEFACT	kol 12 bh. buntjis 2 Ons	number followed by Ons/ons
SIG-000551	SOURCE_CANON/step3_canonical/page-0238.txt	0238	HOEVEELHEID_ARTEFACT	kelapa 2 bh. daun salam 2 Ibr.	number followed by Ibr/It
SIG-000552	SOURCE_CANON/step3_canonical/page-0239.txt	0239	ABRUPT_END	232 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000553	SOURCE_CANON/step3_canonical/page-0240.txt	0240	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 233	last non-empty line lacks terminal punctuation
SIG-000554	SOURCE_CANON/step3_canonical/page-0240.txt	0240	HOEVEELHEID_ARTEFACT	bawang putih 3 siung salam 2 Ibr.	number followed by Ibr/It
SIG-000555	SOURCE_CANON/step3_canonical/page-0241.txt	0241	ABRUPT_END	234 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000556	SOURCE_CANON/step3_canonical/page-0242.txt	0242	ABRUPT_END	RESEP MASAKAN INDONESIA WARISANSUKARNO 235	last non-empty line lacks terminal punctuation
SIG-000557	SOURCE_CANON/step3_canonical/page-0242.txt	0242	HOEVEELHEID_ARTEFACT	lombok merah 4 bh. daun ruku? 2 Ibr.	number followed by Ibr/It
SIG-000558	SOURCE_CANON/step3_canonical/page-0242.txt	0242	HOEVEELHEID_ARTEFACT	rebung 1 bh. kerupuk kulit 1 0Ons	number followed by Ons/ons
SIG-000559	SOURCE_CANON/step3_canonical/page-0243.txt	0243	ABRUPT_END	236 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000560	SOURCE_CANON/step3_canonical/page-0243.txt	0243	HOEVEELHEID_ARTEFACT	daun salam 2 Ibr. garam 2 sdm.	number followed by Ibr/It
SIG-000561	SOURCE_CANON/step3_canonical/page-0243.txt	0243	HOEVEELHEID_ARTEFACT	laos 1 pt. daun kunjit 3 Ibr.	number followed by Ibr/It
SIG-000562	SOURCE_CANON/step3_canonical/page-0244.txt	0244	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 237	last non-empty line lacks terminal punctuation
SIG-000563	SOURCE_CANON/step3_canonical/page-0244.txt	0244	KOLOM_STRUCTUUR_ONZEKER	n 11'..." pa l ':J_ k	separator-like line
SIG-000564	SOURCE_CANON/step3_canonical/page-0245.txt	0245	ABRUPT_END	238 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000565	SOURCE_CANON/step3_canonical/page-0245.txt	0245	HOEVEELHEID_ARTEFACT	kelapa 1 btr. daun mangkokan 3 Ibr.	number followed by Ibr/It
SIG-000566	SOURCE_CANON/step3_canonical/page-0245.txt	0245	HOEVEELHEID_ARTEFACT	ajam 1 ekor daun mangkokan 3 Ibr.	number followed by Ibr/It
SIG-000567	SOURCE_CANON/step3_canonical/page-0246.txt	0246	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 239	last non-empty line lacks terminal punctuation
SIG-000568	SOURCE_CANON/step3_canonical/page-0246.txt	0246	REFERENTIE_ZONDER_DOEL	sedikit air, didjerangkan diatas api. Dibiarkan mendidih sampai	reference word without nearby table markers
SIG-000569	SOURCE_CANON/step3_canonical/page-0247.txt	0247	ABRUPT_END	240 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000570	SOURCE_CANON/step3_canonical/page-0247.txt	0247	HOEVEELHEID_ARTEFACT	daun pakis 2 ikt. ikan djambal 1 Ons	number followed by Ons/ons
SIG-000571	SOURCE_CANON/step3_canonical/page-0247.txt	0247	HOEVEELHEID_ARTEFACT	bawang merah 5 bh. daun salam 2 Ibr.	number followed by Ibr/It
SIG-000572	SOURCE_CANON/step3_canonical/page-0248.txt	0248	ABRUPTE_START	bawang putih 2 siung daun ruku? 1 ikt.	first non-empty line starts with lowercase
SIG-000573	SOURCE_CANON/step3_canonical/page-0248.txt	0248	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 241	last non-empty line lacks terminal punctuation
SIG-000574	SOURCE_CANON/step3_canonical/page-0248.txt	0248	HOEVEELHEID_ARTEFACT	bawang putih 2 siung daun kunjit 2 Ibr.	number followed by Ibr/It
SIG-000575	SOURCE_CANON/step3_canonical/page-0249.txt	0249	ABRUPT_END	242 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000576	SOURCE_CANON/step3_canonical/page-0249.txt	0249	HOEVEELHEID_ARTEFACT	bawang timur 1/2 Ons garam 2 sdm.	number followed by Ons/ons
SIG-000577	SOURCE_CANON/step3_canonical/page-0250.txt	0250	ABRUPTE_START	kelapa 12 btr.	first non-empty line starts with lowercase
SIG-000578	SOURCE_CANON/step3_canonical/page-0250.txt	0250	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 243	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000579	SOURCE_CANON/step3_canonical/page-0250.txt	0250	HOEVEELHEID_ARTEFACT	lombok merah daun kunjit 2 Ibr.	number followed by Ibr/It
SIG-000580	SOURCE_CANON/step3_canonical/page-0250.txt	0250	HOEVEELHEID_ARTEFACT	buah melindjo 1 £ggm.	currency symbol near number
SIG-000581	SOURCE_CANON/step3_canonical/page-0250.txt	0250	HOEVEELHEID_ARTEFACT	lombok hidjau 4 bh. daun turi 4 Ibr.	number followed by Ibr/It
SIG-000582	SOURCE_CANON/step3_canonical/page-0251.txt	0251	ABRUPTE_START	lombok rawit 1 sdm. daun djeruk	first non-empty line starts with lowercase
SIG-000583	SOURCE_CANON/step3_canonical/page-0251.txt	0251	ABRUPT_END	244 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000584	SOURCE_CANON/step3_canonical/page-0252.txt	0252	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 245	last non-empty line lacks terminal punctuation
SIG-000585	SOURCE_CANON/step3_canonical/page-0252.txt	0252	REFERENTIE_ZONDER_DOEL	diatas gulai.	reference word without nearby table markers
SIG-000586	SOURCE_CANON/step3_canonical/page-0252.txt	0252	HOEVEELHEID_ARTEFACT	lombok merah daun kunjit 1 Ibr.	number followed by Ibr/It
SIG-000587	SOURCE_CANON/step3_canonical/page-0253.txt	0253	ABRUPT_END	246 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000588	SOURCE_CANON/step3_canonical/page-0254.txt	0254	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 247	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000589	SOURCE_CANON/step3_canonical/page-0254.txt	0254	HOEVEELHEID_ARTEFACT	teri basah 12 Ons	number followed by Ons/ons
SIG-000590	SOURCE_CANON/step3_canonical/page-0254.txt	0254	HOEVEELHEID_ARTEFACT	lombok merah 15 bh. daun kunjit 1 Ibr.	number followed by Ibr/It
SIG-000591	SOURCE_CANON/step3_canonical/page-0254.txt	0254	HOEVEELHEID_ARTEFACT	2. Kelapa diparut, diambil santannja £ 5 gelas.	currency symbol near number
SIG-000592	SOURCE_CANON/step3_canonical/page-0255.txt	0255	ABRUPTE_START	bawang putih 2 siung kunjit 12 rdj.	first non-empty line starts with lowercase
SIG-000593	SOURCE_CANON/step3_canonical/page-0255.txt	0255	ABRUPT_END	248 MUSTIKARASA	last non-empty line lacks terminal punctuation; next file starts mid-sentence
SIG-000594	SOURCE_CANON/step3_canonical/page-0255.txt	0255	HOEVEELHEID_ARTEFACT	telur bebek 5 btr. daun mangkokan 10 Ibr.	number followed by Ibr/It
SIG-000595	SOURCE_CANON/step3_canonical/page-0255.txt	0255	HOEVEELHEID_ARTEFACT	bawang putih 3 siung daun kunjit 12 Ibr.	number followed by Ibr/It
SIG-000596	SOURCE_CANON/step3_canonical/page-0255.txt	0255	REFERENTIE_ZONDER_DOEL	(selandjutnja lihat tjara membuat gulai otak halaman 240).	reference word without nearby table markers
SIG-000597	SOURCE_CANON/step3_canonical/page-0255.txt	0255	SCAN_VS_FYSIEK_BOEK	(selandjutnja lihat tjara membuat gulai otak halaman 240).	paginareferentie 240 != file page 0255
SIG-000598	SOURCE_CANON/step3_canonical/page-0256.txt	0256	ABRUPTE_START	daun tapak liman 10 btr.	first non-empty line starts with lowercase
SIG-000599	SOURCE_CANON/step3_canonical/page-0256.txt	0256	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 249	last non-empty line lacks terminal punctuation
SIG-000600	SOURCE_CANON/step3_canonical/page-0256.txt	0256	HOEVEELHEID_ARTEFACT	bawang putih 2 siung daun kunjit 2 Ibr.	number followed by Ibr/It
SIG-000601	SOURCE_CANON/step3_canonical/page-0256.txt	0256	HOEVEELHEID_ARTEFACT	lombok merah 15 bh. daun ruku? 5 Ibr.	number followed by Ibr/It
SIG-000602	SOURCE_CANON/step3_canonical/page-0256.txt	0256	HOEVEELHEID_ARTEFACT	daun singkong 1 ikt. balungan 1 Ons	number followed by Ons/ons
SIG-000603	SOURCE_CANON/step3_canonical/page-0257.txt	0257	ABRUPT_END	250 MUSTIKARASA	last non-empty line lacks terminal punctuation
SIG-000604	SOURCE_CANON/step3_canonical/page-0258.txt	0258	ABRUPT_END	RESEP MASAKAN INDONESIA WARISAN SUKARNO 251	last non-empty line lacks terminal punctuation
SIG-000605	SOURCE_CANON/step3_canonical/page-0258.txt	0258	HOEVEELHEID_ARTEFACT	bawang merah 1/2 Ons bawang putih 6 siung	number followed by Ons/ons
SIG-000606	SOURCE_CANON/step3_canonical/page-0258.txt	0258	REFERENTIE_ZONDER_DOEL	1. Ajam dibersihkan lalu dibakar diatas api tempurung sampai	reference word without nearby table markers
SIG-000607	SOURCE_CANON/step3_canonical/page-0258.txt	0258	HOEVEELHEID_ARTEFACT	lada 2 sdt. daun djeruk purut 2 Ibr.	number followed by Ibr/It
SIG-000608	SOURCE_CANON/step3_canonical/page-0258.txt	0258	HOEVEELHEID_ARTEFACT	adas y2 sdt. daun salam 2 Ibr.	number followed by Ibr/It
SIG-000609	SOURCE_CANON/step3_canonical/page-0259.txt	0259	ABRUPT_END	252 MUSTIKARASA	last non-empty line lacks terminal punctuation
